culture_nom,type_culture,surface,days_late,total_days,storm_days,rain_days,heat_days,frost_days,high_hum_days,high_wind_days,avg_temp,avg_humidity,avg_wind,actual_quantite
Framboise,Fruits,384.37846120654604,10,79,0,2,2,0,2,1,16.15255017150843,36,24.983498684877276,900.2877505613412
Fraise,Fruits,331.72057715600175,0,12,0,3,4,0,3,3,21.407301877355597,49,30.641146159195852,871.1375462152989
Orange,Fruits,440.15736575614073,0,80,1,1,3,0,3,1,22.817350746920155,61,23.606534735552543,8693.081818240566
Pêche,Fruits,295.9096336583665,0,78,0,2,2,1,1,2,23.721001190037132,46,25.700021512237345,3114.1072329234044
Framboise,Fruits,296.65762900954144,1,40,1,1,4,0,5,0,18.206526527929313,79,27.42122682603511,699.6343984101521
Laurier-rose,Ornementales,194.81703495160448,0,62,0,6,1,0,5,1,32.579218509956476,52,6.109648708758058,529.0481012868429
Pêche,Fruits,354.04272424426273,10,36,0,3,2,0,5,1,21.152389078219045,50,9.671763022108053,3066.7165090667463
Banane,Fruits,401.22370418288835,0,47,0,3,0,1,4,0,24.46286380947136,75,12.62488020587195,6251.328780898813
Oignon,Légumes,233.74522675795833,14,84,1,1,3,0,4,1,17.262775234456292,27,16.013398712268234,575.5596699216156
Fraise,Fruits,15.379506196301229,0,21,1,2,2,0,3,1,26.29824151691672,60,14.806217651493524,55.55839564490272
Rosier,Ornementales,284.33252798572914,2,40,0,1,2,0,4,1,28.57374193602422,57,14.52544726994942,1005.3156895371557
Avoine,Céréales,137.68493068946316,21,53,1,2,4,0,2,0,27.67416165435994,36,23.868785989573755,22.386645981410176
Maïs,Céréales,10.693422681336386,2,82,0,3,1,0,1,1,16.528460186457746,58,23.710469852597793,11.0148621347598
Banane,Fruits,238.3503621372538,0,67,1,6,2,2,7,0,18.574098255414942,80,29.646240642150268,3511.093339752011
Jasmin,Ornementales,360.26729004693544,0,59,0,2,4,0,1,0,22.734392150328997,52,8.008918747602895,715.9451737712279
Avoine,Céréales,419.5243396996308,21,40,4,3,1,0,8,2,25.42847030010548,66,3.3137749783478334,59.12785346521442
Pomme,Fruits,375.9875129396357,0,60,0,1,1,0,2,1,36.915288027676574,63,31.467941621098955,5286.450227222759
Carottes,Légumes,162.98984450872206,21,42,0,2,4,0,5,2,22.418744926603633,59,22.973042459594577,280.30637598293134
Framboise,Fruits,309.7753708179589,0,57,2,5,3,0,5,0,25.6925704911326,68,18.489167226616544,870.3356438205826
Lentille,Légumes,148.48704765534458,21,74,1,5,1,1,4,1,27.849336142266733,60,27.337322874352225,20.991899940222222
Salades,Légumes,259.5134546583901,1,42,0,4,1,1,3,0,14.182522758113048,73,7.116418148943275,681.7163145692078
Tomates,Légumes,128.90613092619606,0,15,0,2,2,0,3,2,13.266069290600724,58,11.674181700042329,978.2095454333089
Orange,Fruits,119.39607204189309,5,76,0,3,2,1,4,0,18.25124149690811,63,17.251965597920666,1912.1444330771628
Lentille,Légumes,457.64631873876664,1,35,0,4,2,0,0,1,26.116943762831216,64,34.50522400130938,122.64743896791057
Rosier,Ornementales,412.63273487028084,0,14,0,4,1,0,1,1,13.799781174768302,64,14.664814866356242,1818.6315158222337
Avoine,Céréales,135.65545721329408,21,80,3,3,2,0,5,2,26.952102159407755,65,31.86872921260762,21.735482316841743
Rosier,Ornementales,477.0105692056091,0,79,0,3,0,0,2,4,34.65601277983875,64,0.0,1864.7056744513775
Framboise,Fruits,328.59074768334114,14,84,0,4,3,0,3,0,30.114298595378003,77,22.75332002261161,771.5658808779891
Banane,Fruits,284.52510699316116,0,32,0,2,2,0,4,1,18.047396124215165,41,11.727336166880935,5630.716972934629
Tulipe,Ornementales,212.5841714233327,2,50,1,4,1,0,3,2,25.370646282970316,86,19.594287866152815,1463.1242122493368
Salades,Légumes,278.5485044561722,1,56,1,0,5,0,5,1,28.614978646362232,79,2.4306630467080517,621.7310933194717
Pomme de terre,Légumes,130.7059597383768,0,26,0,2,1,0,3,0,16.64868548335452,65,25.797991764666072,506.60495728710515
Lentille,Légumes,101.74264028244107,10,19,1,1,0,0,7,3,15.432292198637512,59,19.60030910848666,17.780486604632035
Framboise,Fruits,351.18741710298315,0,22,0,3,1,2,5,1,24.816825825986776,48,22.56210606404681,809.037431559349
Framboise,Fruits,88.16782471597169,14,79,1,3,3,0,2,1,19.976494263342847,45,25.446610652334897,158.62246030577592
Pomme de terre,Légumes,60.16475979423412,0,29,0,2,0,0,3,1,27.441088902488787,82,9.08118916240303,243.04081498280775
Carottes,Légumes,66.73952196890296,0,27,0,0,3,0,3,0,11.642833473256239,72,30.629193813933398,204.32087602514076
Salades,Légumes,52.981293492208245,0,77,1,6,5,0,6,1,28.78840555585233,63,11.277612275992986,154.8442224560907
Riz,Céréales,46.34893554829679,5,45,0,3,6,0,7,1,12.628413593933548,67,11.971534090460567,23.167097454651792
Carottes,Légumes,230.66706901157423,10,65,0,5,4,0,4,1,17.601664927448724,43,3.2730280665194726,639.8520338362848
Pomme de terre,Légumes,375.26795850778603,5,10,0,3,5,1,10,0,28.0276652083573,64,18.824691778148264,1354.1127495139472
Tomates,Légumes,133.04990916702343,7,52,0,6,2,0,4,1,24.070696891808673,64,15.995720884219793,934.620438966365
Framboise,Fruits,467.57654362300866,0,89,2,2,1,0,3,1,21.24757335259282,60,20.93036810610972,1075.102824829059
Riz,Céréales,228.33399927609528,21,28,0,2,2,0,4,0,16.33151434953361,71,30.476348771051462,81.82529795035195
Fraise,Fruits,400.46277922210754,14,61,1,3,2,0,3,0,21.449605487144545,66,24.321184212180277,1608.7985744531372
Fraise,Fruits,243.18752780549494,0,58,1,2,2,0,3,2,28.72419588602027,66,26.385240359420933,947.9388104853738
Rosier,Ornementales,434.11347398482724,0,48,0,3,2,0,7,1,25.66121782633709,36,13.736739634077425,2410.8109930565597
Pomme de terre,Légumes,31.485620127672963,0,69,0,3,4,0,2,3,28.163037751457885,65,18.64320965933719,126.9924366910143
Lentille,Légumes,443.4096614247281,0,57,1,1,1,2,3,2,23.701411260762278,85,22.551044657225724,95.22292515185745
Framboise,Fruits,416.71381455813156,5,84,0,6,1,0,3,2,25.221265941010543,70,7.274483578739122,806.345415978589
Orange,Fruits,275.00908859856617,0,25,0,3,2,1,2,0,28.439638070822745,43,5.782722645066226,5314.113097264967
Framboise,Fruits,63.51152048274045,1,80,0,2,1,1,4,1,18.784198687014186,52,27.396263665961037,159.48820938999796
Carottes,Légumes,472.61652176135533,0,37,0,3,3,0,9,0,20.406815735320396,76,32.38895871776287,2118.9833559287213
Orange,Fruits,11.542716586039356,5,83,0,2,3,1,5,1,18.130003671055817,51,33.19322572396595,195.5867813197811
Carottes,Légumes,465.9734173764919,0,80,0,2,1,1,3,2,17.759946916684505,51,16.94317495473039,1412.9174831947523
Pomme de terre,Légumes,419.9228964071493,3,49,0,5,2,1,3,0,23.577203639217032,87,11.509540773445647,1343.6354256734855
Pomme,Fruits,494.019003771135,0,68,0,3,4,0,2,0,31.472949386682718,51,22.748585039911937,6820.604812081649
Tulipe,Ornementales,314.6545900051105,2,12,1,2,0,1,4,1,19.199988582657422,78,10.836486368797832,1945.1963348217978
Jasmin,Ornementales,53.877017629309485,3,50,0,0,0,0,3,1,29.13321327050426,30,15.574029598290364,106.50089061594161
Carottes,Légumes,426.6541141100779,3,83,0,6,0,0,1,2,24.508279922797403,44,14.56951810252427,1411.3329377641728
Maïs,Céréales,305.9263432953187,2,29,0,1,1,0,3,2,11.996437801940244,48,17.88742933399045,254.47551170780883
Avoine,Céréales,204.0660350651311,10,82,0,3,4,0,2,2,20.610294486568897,47,21.218517340249825,49.70501696697325
Tomates,Légumes,88.68576853651084,2,34,3,2,3,0,2,2,15.195352529710522,64,13.146761957487495,712.9746382527661
Orange,Fruits,398.0824366976761,3,35,1,3,1,0,3,1,22.23218030530372,60,16.76235605205357,6346.723792507226
Salades,Légumes,67.94098751959423,0,84,0,5,0,0,3,0,38.134243617516105,46,27.734513004707534,244.85699377105752
Laurier-rose,Ornementales,364.22682649292824,0,52,0,2,1,0,4,2,21.344450001805747,75,18.732476838259327,1140.6834152458532
Orange,Fruits,85.94306058051558,7,56,0,2,1,1,5,0,11.192884099512526,65,28.3569589806094,1361.439049413354
Laurier-rose,Ornementales,496.50153564668017,21,44,0,4,1,0,2,4,13.977038397010102,81,28.28694859040977,917.3769691934381
Laurier-rose,Ornementales,293.1263859476042,0,60,0,6,3,0,3,1,20.207542644438558,63,1.2992573892278827,700.1910758344995
Tulipe,Ornementales,30.320743283289037,3,75,2,2,3,0,3,1,24.80163816446808,83,22.30475162279543,249.2088703695651
Carottes,Légumes,26.70910774973975,0,81,2,3,0,0,6,0,11.009926361649487,63,36.40182929566056,94.9571491799654
Salades,Légumes,198.5466528706863,1,75,1,2,1,0,3,1,18.426064602201485,87,46.96379762555145,788.0335791898976
Orange,Fruits,352.08408518810177,0,64,0,4,2,0,5,3,25.12395035441076,41,23.802831255908533,6278.245261592258
Tulipe,Ornementales,224.8345578594944,0,35,0,0,0,0,1,0,26.0478022259886,74,26.06198099947765,1737.7956276953412
Oignon,Légumes,357.0666564581993,21,87,1,3,7,0,4,3,12.994806405180153,61,17.128961445687228,664.6819075979735
Framboise,Fruits,34.401888289789866,0,18,0,3,1,1,5,1,19.988101851811432,65,22.507557518320386,66.73473282680125
Rosier,Ornementales,452.0041722615769,7,72,0,4,5,1,5,0,17.011308829351176,69,15.391423341015487,2055.6662841228012
Fraise,Fruits,251.9820464716641,5,75,0,2,3,0,3,1,22.557003714114817,49,21.79354087439254,886.5187142709528
Tomates,Légumes,397.5072744384155,21,85,0,1,3,0,3,1,10.848607260951557,35,25.95695545199945,2427.3253065338286
Blé,Céréales,373.91736007802336,2,63,0,3,3,1,12,1,25.38627202564762,54,27.45378356291427,146.8958164744283
Pomme de terre,Légumes,183.06207849986694,1,69,0,2,1,0,4,0,27.453582184982757,33,17.630941632353455,797.9965226143905
Riz,Céréales,297.6202219083664,0,38,0,4,0,0,2,2,15.516668037800804,31,18.120440117755475,184.77598493794358
Oignon,Légumes,466.72556097578246,0,25,0,5,1,1,2,1,22.905025022131046,62,14.93545797634433,1279.9636482024696
Blé,Céréales,97.4503459654926,0,69,0,5,0,0,6,2,23.49406424454757,55,16.500971043582545,32.86146675521124
Laurier-rose,Ornementales,237.4494224490528,10,72,0,4,1,1,2,2,17.487065376526534,40,8.892245770811389,513.7516300305733
Fraise,Fruits,362.7928213168013,0,31,0,4,2,0,4,0,30.2340176257281,85,8.821032466006525,1413.8621605295991
Carottes,Légumes,366.5174163416783,2,35,0,1,1,0,2,0,20.73779049865827,77,15.753916001384196,1219.572741058469
Framboise,Fruits,83.97267411727334,0,78,0,6,1,0,1,2,16.50625701651508,74,8.764339177299053,182.8738534780119
Tulipe,Ornementales,334.1626667297546,0,54,1,1,3,1,11,0,26.829151816634035,32,10.735431506735328,2246.395460275303
Tulipe,Ornementales,25.15370162983249,0,43,1,3,4,0,4,1,18.90338326439882,43,20.432574860259386,198.4105837469479
Pêche,Fruits,400.24761223775255,7,21,0,2,1,1,9,1,26.72082556228156,61,0.0,3638.6719356713884
Salades,Légumes,341.5636646644153,0,56,0,1,2,0,8,0,11.278892393932848,47,20.81294372573541,1610.6635637469521
Banane,Fruits,54.71150411145253,5,50,0,2,0,0,6,0,28.74111568426569,57,19.400938378999264,1033.8959941994942
Banane,Fruits,415.889630318125,14,64,1,1,3,1,3,1,22.461982902229625,32,32.01847602078774,5545.393801751553
Riz,Céréales,421.12916770112395,7,15,0,1,2,0,3,2,20.48397337728716,58,28.462163531553898,199.06195815889788
Jasmin,Ornementales,414.84413159201546,0,34,1,3,3,2,0,0,25.809938596962247,60,23.60609000057409,834.8128700421208
Banane,Fruits,330.79200926045723,7,77,1,2,2,0,8,1,18.49931423348311,100,23.595133111882493,6202.007026886582
Rosier,Ornementales,103.30006586460746,0,42,1,5,0,0,7,1,18.020167017330728,47,3.8070861807057845,504.99000245148875
Fraise,Fruits,408.5688094671299,7,67,1,4,3,0,1,0,24.071023551900236,57,8.481969948311301,987.4792632759669
Pomme de terre,Légumes,220.55016711218926,0,39,1,4,2,0,5,0,37.96609146601001,71,0.0,665.0713907051903
Pomme de terre,Légumes,65.93041675509537,1,21,1,6,2,0,3,0,19.716878349505794,54,23.352282321961624,249.70403092651446
Rosier,Ornementales,333.1330143727189,21,61,0,1,2,0,4,1,26.909506527863122,63,40.65741997500149,943.7614382576983
Blé,Céréales,231.63978225465306,0,79,0,5,1,0,3,0,26.917062734313056,59,22.004155940982304,89.43093274318527
Jasmin,Ornementales,158.01375449399256,0,88,1,1,3,0,6,0,19.91653609997747,42,4.546627157158987,255.83868216761556
Tulipe,Ornementales,483.020315994066,1,59,1,4,2,1,3,1,10.297901857643762,67,15.232470134987322,2634.5201005008685
Jasmin,Ornementales,65.60486334812316,5,70,1,5,4,0,3,0,25.573259844509508,50,28.011063948747925,110.70673823305536
Orange,Fruits,130.53847512871621,0,39,0,3,0,0,3,0,30.359949165998376,67,5.222374633078093,2103.527544227266
Blé,Céréales,35.900607947435,10,74,0,3,0,0,2,2,13.939171139585916,64,29.300190405331485,12.177838595298041
Tomates,Légumes,179.15508038164842,0,31,0,3,3,0,2,1,29.67596393631893,80,24.154066129950984,1404.3651447014227
Rosier,Ornementales,107.68069944235553,14,33,0,2,3,0,2,1,33.65758252702838,40,19.872375914912023,383.8159076276735
Salades,Légumes,307.9165140061242,0,14,0,4,3,1,5,0,17.79195327433377,74,28.376313104911922,1039.99899364102
Tomates,Légumes,372.36731150552544,0,46,0,2,2,0,1,1,31.307333418321278,46,34.687518989470284,2441.010061041823
Carottes,Légumes,394.7035774812332,0,74,0,2,1,0,8,3,31.925006132276486,39,21.337618862249922,1754.580379760354
Pomme,Fruits,342.08628023248957,0,51,0,2,0,0,3,2,23.222722365014427,64,8.772272534235894,4961.540561649893
Pomme,Fruits,251.99157178131674,10,52,0,3,2,1,4,1,25.480346757498907,50,12.599300649835243,2647.517770516219
Rosier,Ornementales,226.8903203782161,0,25,1,2,2,0,4,0,15.237075386597073,47,12.656106594173355,1180.6074303143994
Salades,Légumes,248.36872317481462,5,31,0,2,1,0,4,2,23.407479586701687,40,27.017323106510915,954.352579321606
Pomme de terre,Légumes,489.13817522130205,10,78,0,3,5,1,3,0,19.93702097491363,75,33.24774822443871,1869.34415811928
Orange,Fruits,214.36918093361805,0,13,0,5,0,0,1,1,24.947380444174442,37,30.81417902930697,3769.248239468218
Salades,Légumes,355.52619796817623,21,39,0,1,3,0,4,1,14.086609459972887,95,9.727785327879598,586.9449938391083
Maïs,Céréales,437.1152387150404,21,44,2,6,4,0,1,0,28.30145827395586,38,4.147741257008352,169.80228919481652
Pomme,Fruits,381.17812289036146,0,34,1,3,2,0,1,1,16.877618876551413,66,20.606684807927518,6322.3295878560375
Salades,Légumes,328.8512300745305,0,42,1,4,7,1,10,2,17.914681425957063,68,19.51852640004796,1219.3644670334884
Fraise,Fruits,207.01191216547005,10,83,0,2,0,1,4,1,21.86682299851798,55,16.87697499389774,747.3698291534395
Riz,Céréales,306.14189882835456,0,17,0,3,1,1,5,1,27.21118005450438,52,26.84116265390367,150.92667621038927
Jasmin,Ornementales,268.1738376862853,0,50,0,5,1,1,7,2,6.139032790905135,57,44.11491110461898,585.776888201251
Avoine,Céréales,73.65858102605847,0,68,0,7,3,0,7,1,20.119867899813073,24,35.52395223273927,16.89591874324272
Blé,Céréales,229.68803841233378,0,68,1,1,1,0,4,1,22.471808115360222,56,14.120051201201187,63.78707111738084
Oignon,Légumes,394.90152581963827,0,89,0,2,2,1,5,4,11.145982993513435,67,29.09386653473861,1102.4706124885356
Tulipe,Ornementales,53.324537817763435,0,88,0,2,0,0,8,0,23.83320675155698,74,27.653826884756263,411.50084162346053
Tomates,Légumes,446.83643958822427,0,84,0,5,5,0,4,0,23.590500703730015,63,15.484235047060132,3195.9462814429394
Pomme,Fruits,68.44563025051042,0,61,2,5,1,0,5,0,18.159615826197804,41,23.891496935302484,1204.4084109690136
Lentille,Légumes,392.33892030032183,5,11,0,4,1,0,9,0,23.490471539901336,42,13.932761563803133,65.63867588848389
Riz,Céréales,387.79569509378643,0,18,0,5,0,1,6,2,26.541417837861708,75,20.37029357690153,196.13010706602182
Maïs,Céréales,361.51915554252315,7,28,0,3,2,0,7,2,26.0221532632774,59,22.07347916792077,279.5532182871362
Jasmin,Ornementales,485.36859596852514,0,12,0,2,3,0,8,2,25.254422666238035,64,10.713935589721501,876.2435538083871
Riz,Céréales,42.674533308763834,7,20,2,1,4,0,7,2,22.620670627929854,52,10.950577821829041,22.11303050794966
Riz,Céréales,263.53313691931123,0,25,0,1,2,0,2,0,17.355283333963975,20,13.243449879401702,156.35254962669643
Jasmin,Ornementales,139.5865932604389,0,62,0,0,0,2,0,1,22.928433852129356,69,11.564509097146674,225.8358155458677
Laurier-rose,Ornementales,330.15002491820724,21,68,0,0,0,1,2,1,24.314012358463618,42,23.062437773973286,653.9527157944608
Tulipe,Ornementales,406.1076533685848,0,82,0,3,0,0,3,1,19.598508837129142,53,28.72031798460455,3078.97246237724
Jasmin,Ornementales,204.46167536131279,10,25,1,2,2,0,6,1,25.325430492620953,73,41.53003231846537,254.41750558870615
Tomates,Légumes,86.77524277503959,5,74,0,5,0,0,5,2,12.579516334367693,50,20.360080440000676,558.1879386889887
Pêche,Fruits,459.7989276786257,0,60,1,4,1,0,7,2,25.49779130744397,73,10.67979924349465,6446.458937984311
Pomme,Fruits,157.11739854972336,2,65,0,2,5,0,5,0,11.944408512330657,65,19.346692969025387,2671.4885092156583
Rosier,Ornementales,206.63533637505657,0,58,0,4,3,1,5,1,22.021002546161665,48,7.957773339935546,1032.0670486820995
Salades,Légumes,338.00883188442384,21,21,1,3,1,0,2,2,22.12803129187195,45,17.29383265007074,864.6033640351465
Tomates,Légumes,102.82581043082126,7,82,1,2,2,0,1,1,28.79789711759508,82,41.70823002406223,780.0903503191953
Orange,Fruits,374.15609157448864,5,89,3,7,3,0,4,0,21.54120171579886,47,7.726017552085258,5360.169741497452
Pomme de terre,Légumes,347.1172835184371,7,41,0,5,2,0,2,2,27.720465055857883,59,31.181749473009738,1061.280616650005
Rosier,Ornementales,249.34755326543814,10,49,0,7,1,0,2,2,20.13390251620705,35,28.849764371540218,720.1237943862586
Riz,Céréales,486.7912382695835,3,28,0,5,0,1,3,1,15.4412161325674,58,12.748214665002688,265.84737896360525
Fraise,Fruits,162.51890741395846,7,25,1,4,1,0,4,2,31.5082264944215,53,16.527090956746893,493.7369568293034
Salades,Légumes,264.6221100803673,14,74,0,7,3,0,5,0,26.962455680648667,42,18.68208920409473,763.732077772604
Oignon,Légumes,434.8134040715512,0,16,0,2,1,0,1,1,22.266216475631627,63,15.659130245878902,1305.714900830363
Orange,Fruits,85.75527904822837,3,78,1,2,2,0,7,0,24.019259036606755,50,25.102585746963783,1454.354648038771
Jasmin,Ornementales,232.94588404618935,7,14,0,5,2,0,3,0,29.26608713694769,45,16.09459381197142,356.32797515700224
Salades,Légumes,498.9637611757723,1,50,0,2,2,0,4,1,15.631143099316752,65,11.04905248261655,1740.2354792909657
Pêche,Fruits,128.15462030259738,21,46,0,5,1,0,1,1,27.56286940635332,56,2.7792031136398982,940.6221793948309
Framboise,Fruits,370.7434078377634,3,27,0,2,2,0,5,1,21.90263038172344,68,15.886582520198507,737.3344918755014
Orange,Fruits,47.616746058323926,5,14,1,3,2,0,2,3,31.48995222328092,62,10.300089076562461,607.7470537963894
Lentille,Légumes,418.63642313323516,1,55,3,3,2,2,3,2,23.205424607155205,79,35.84340214389502,104.98308662358976
Pomme,Fruits,457.97823088849304,1,79,1,3,2,0,10,0,30.14315013739448,53,0.0,5688.49079163849
Jasmin,Ornementales,225.86322638155133,0,56,2,6,3,0,4,2,17.746606020520492,75,34.54522561000454,346.24395308153623
Riz,Céréales,190.91825887673295,2,51,0,4,4,0,4,1,23.420288679027696,58,8.23244238282529,91.54859968855334
Blé,Céréales,292.96186950156437,21,46,1,3,0,0,3,2,26.778816074324713,71,20.253927266562574,51.36659590883626
Orange,Fruits,94.56111252657492,0,11,1,4,0,0,3,1,20.20358564398513,72,42.40251544731507,1508.4383250283272
Banane,Fruits,224.7081921643613,0,68,0,1,3,0,5,1,22.773009389780924,76,26.966606412791606,5874.68156939037
Oignon,Légumes,342.00196983006833,5,76,0,1,5,0,6,3,16.085132619273125,61,12.855108775865375,623.4649953816702
Oignon,Légumes,373.1024259617615,0,51,1,2,1,0,3,0,26.00923558659366,62,25.193229379783496,1415.408292338046
Pomme de terre,Légumes,498.6851096158419,0,42,0,2,2,0,3,0,23.64151651787713,71,27.204297346973362,1920.256043534279
Oignon,Légumes,324.96920111593687,1,11,0,3,3,0,5,2,26.979287634963914,70,32.09568067691266,1075.69870026127
Orange,Fruits,124.53620366184225,3,18,1,4,3,0,2,0,25.92041760268246,76,19.07611900199093,2174.343171161673
Laurier-rose,Ornementales,414.87056979080575,1,17,1,0,2,0,3,2,14.745509794143697,90,30.549871479794145,794.6455028466394
Tulipe,Ornementales,471.5152767370239,0,50,0,7,4,1,4,3,19.470710109778295,48,27.250216447410413,3470.3323548652616
Tomates,Légumes,467.3867409172637,0,59,0,4,3,0,1,2,23.983886055398,68,2.071082913116669,3400.279801933434
Tomates,Légumes,138.00327865372512,0,69,0,4,4,0,4,2,31.18531163879058,73,19.2416498331617,972.2510437646334
Tulipe,Ornementales,469.82442883853815,7,69,0,3,0,1,3,2,28.061321067200158,51,23.97095357110188,3707.7512518778235
Maïs,Céréales,456.9224429938786,0,29,0,1,3,0,4,0,13.830842914730859,65,34.454480243705405,322.7654278899493
Framboise,Fruits,294.7869728161944,1,74,0,5,1,0,1,0,20.480547652304715,38,34.696437083235196,794.8974500360634
Banane,Fruits,123.22655956735521,0,87,0,2,2,0,4,1,22.340938917779678,49,20.36147287024652,2781.5278594320134
Rosier,Ornementales,351.28854387410416,0,30,1,4,3,0,2,1,21.76100451942487,40,21.517250336789605,1825.0380935882476
Maïs,Céréales,487.79106749332135,10,71,0,2,5,0,6,2,22.49790669146377,20,15.691315302657157,422.30877203031116
Laurier-rose,Ornementales,151.4472720171004,10,79,0,0,3,0,4,0,27.362186399250454,58,20.81064154594622,413.4449879687286
Blé,Céréales,32.613973398204436,0,54,0,3,2,1,1,2,29.79305986056634,56,15.934048244758372,9.672266461785842
Orange,Fruits,194.52526142700208,0,50,1,3,1,0,4,0,21.04359312500572,67,13.27148902175609,3583.1368532075303
Avoine,Céréales,362.8785399555793,10,86,2,1,4,0,2,1,26.159987795449705,46,28.491342334587156,86.63777704399324
Pomme,Fruits,158.02304542302696,0,23,0,3,1,0,5,0,27.44513700362632,90,26.857615200979954,2222.635650175602
Salades,Légumes,109.25909583495566,0,56,0,3,0,0,2,0,24.946750079368574,63,28.796815729989866,394.5266986588926
Riz,Céréales,355.72247915545995,5,62,0,4,5,1,2,3,18.630591769949937,60,18.866767092179238,197.64534861197842
Orange,Fruits,343.99882179971155,14,38,2,3,4,0,1,2,20.896531322415868,62,5.89344898462029,4260.294690857173
Carottes,Légumes,248.16916770734264,3,18,0,3,1,0,4,2,21.56603835953973,65,14.631817121574292,824.6293048442041
Avoine,Céréales,468.47316097177566,0,28,0,2,0,0,4,0,25.55076195994988,64,19.671411889961433,161.8060800798939
Carottes,Légumes,435.3087694424748,0,60,2,2,2,2,6,1,24.580041666963652,88,3.3943382814475385,1373.3162350504124
Tomates,Légumes,229.4702834673334,0,40,0,6,0,0,3,1,24.658314642408357,61,34.29186282084848,1453.84477042674
Pomme,Fruits,360.07996459823994,0,29,1,2,0,1,4,1,21.20996944118509,48,22.685320820799653,5248.62715269245
Banane,Fruits,404.19675204443877,0,38,0,1,0,1,4,1,25.22186870931651,43,16.687942436647717,9275.24242103225
Riz,Céréales,218.4905016377315,5,22,0,4,2,0,4,0,14.98427561245186,66,22.49622402985376,78.30165726159288
Pêche,Fruits,85.48695932327506,3,88,1,2,5,1,5,1,19.36172566337812,53,22.877494231021902,1088.939011196287
Salades,Légumes,487.2590430310542,14,73,0,0,1,0,6,2,23.661286436573455,52,12.493301652155365,1073.7331511326902
Tulipe,Ornementales,273.0909486808317,0,54,0,7,0,0,6,0,31.12706427087435,52,10.888420441350743,1590.189068229051
Laurier-rose,Ornementales,457.05852549286755,2,75,0,2,2,0,2,0,30.37816891106796,58,25.19414398257851,1269.4677214763785
Laurier-rose,Ornementales,343.96072305249936,5,24,1,3,1,0,5,0,24.02756170537008,71,5.935687446298793,664.1324213571859
Lentille,Légumes,87.84911858804847,21,55,1,1,1,0,3,1,16.8101562888094,56,21.157009577504773,13.617357539999643
Lentille,Légumes,276.7373565618824,0,46,0,3,2,3,5,1,23.291148927420547,54,12.565794377418749,66.25628525342833
Pomme,Fruits,231.02975918232792,0,69,0,1,1,0,4,0,22.01191492636694,64,51.11027321837237,3428.6616893737487
Laurier-rose,Ornementales,206.92881687369112,0,31,0,5,4,0,4,3,30.91223774072408,85,10.674020920394634,493.51538231376264
Tomates,Légumes,98.06403559337981,0,82,0,4,4,1,8,1,24.742506141809557,42,24.088386179407863,894.775368437268
Maïs,Céréales,438.77658853673694,1,51,0,2,3,0,6,2,27.00349364420234,68,25.869392101559114,348.582595594421
Tomates,Légumes,376.148755228664,0,11,0,3,1,0,4,1,24.07603990798844,60,9.076780269264288,2511.0015203555813
Fraise,Fruits,391.10221236148556,0,38,0,3,3,1,4,0,26.19653033205866,78,21.826001596286623,1889.2098824108998
Carottes,Légumes,260.2899616393524,0,38,0,2,2,0,4,1,31.706830842864765,38,6.580962569341505,1075.6532767934666
Tomates,Légumes,259.92495143911344,0,17,0,6,0,0,2,1,24.420205085907302,60,21.35963156697085,2414.9079463004055
Pomme,Fruits,375.59776907137905,1,78,0,3,0,0,8,0,21.79707872813039,39,23.5374039913398,5907.079313573691
Laurier-rose,Ornementales,252.23899524645006,5,36,1,2,4,1,0,1,27.809791740400172,37,25.67917243554962,530.3256972635297
Tulipe,Ornementales,245.59216008480468,14,48,1,3,2,1,6,1,20.68592047130587,43,32.088363683673755,1332.792401234506
Orange,Fruits,309.40697671444656,0,18,1,2,1,2,2,1,18.592894092049487,48,14.385087623013106,4139.728101620072
Pomme,Fruits,221.22723430625192,0,83,0,3,4,0,2,2,19.400804921832997,53,14.161178297009895,2970.269599283418
Lentille,Légumes,445.71536228514736,0,84,0,0,1,1,8,1,18.140062858924814,26,23.654662865553487,91.33538414732828
Fraise,Fruits,430.308322940884,3,52,2,4,2,0,2,1,13.360273493968194,42,0.0,1507.1958183208312
Fraise,Fruits,418.43726733131416,0,54,0,3,3,0,3,2,34.67718122600636,63,0.0,1742.2877188783639
Riz,Céréales,226.75628571046252,2,19,0,3,3,0,3,1,32.37738309300044,40,28.609419596818412,110.67770148324634
Laurier-rose,Ornementales,118.15421877352284,0,41,0,4,3,0,4,2,19.242874114520976,74,17.780021605302448,321.598350625374
Framboise,Fruits,331.4168381768731,14,43,0,5,1,1,4,0,21.869303785154905,60,11.57632773904856,553.7746042701564
Tulipe,Ornementales,250.11253021112165,10,81,0,2,3,0,1,1,22.213677514311925,50,20.51343824235196,1279.9136193463091
Rosier,Ornementales,85.97185218440377,0,57,0,5,7,2,4,0,29.518201275103316,48,20.248809444736935,383.12978412457596
Maïs,Céréales,114.22346992713057,0,17,0,3,1,1,4,0,19.892038471987245,65,15.152847536244606,94.45351772729816
Jasmin,Ornementales,312.4994960322036,0,87,0,1,3,0,7,1,25.134592849633265,71,38.094106484353304,612.6398449672472
Lentille,Légumes,320.7890650243428,0,67,0,3,0,0,7,1,25.778680046857026,66,13.357467427669896,82.49200180827636
Pomme,Fruits,72.3149173801556,14,16,0,0,3,0,3,1,28.783208170961984,69,22.655858411461093,742.6801215007944
